timestamp,value,epc
08/01/2023 01:55,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:55,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:55,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:57,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:57,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:57,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 01:59,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 01:59,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 01:59,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:01,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:01,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:01,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:03,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:03,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:03,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:05,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:05,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:05,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:07,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:07,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:07,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:09,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:09,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:09,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:11,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:11,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:11,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:13,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:13,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:13,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:15,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:15,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:15,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:17,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:17,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:17,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:19,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:19,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:19,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:21,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:21,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:21,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:23,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:23,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:23,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:25,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:25,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:25,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:27,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:27,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:27,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:29,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:29,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:29,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:31,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:31,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:31,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:33,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:33,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:33,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:35,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:35,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:35,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:37,21,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:37,20.75,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:37,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:39,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:41,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:41,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:41,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:43,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:43,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:43,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:45,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:45,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:45,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:47,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:47,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:47,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:49,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:49,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:49,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:51,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:51,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:51,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:53,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:53,20.25,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:53,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:55,20.5,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:55,20.25,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:55,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:57,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:57,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:57,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 02:59,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 02:59,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 02:59,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:01,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:01,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:01,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:03,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:03,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:03,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:05,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:05,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:05,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:07,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:07,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:07,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:09,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:09,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:09,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:11,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:11,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:11,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:13,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:13,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:13,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:15,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:15,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:15,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:17,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:17,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:17,23.25,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:19,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:19,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:19,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:21,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:21,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:21,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:23,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:23,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:23,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:25,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:25,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:25,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:27,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:27,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:27,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:29,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:29,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:29,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:31,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:31,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:31,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:33,20.75,00:80:B0:44:3C:00:00:00:12:66:05:53
08/01/2023 03:33,23.5,E2:80:B0:4C:3C:00:00:00:08:00:6E:9E
08/01/2023 03:33,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
08/01/2023 03:35,20.5,00:80:B0:44:3C:00:00:00:12:0F:48:7D
